X,Y,Name,description,address,artist,class,classifica,contactage,contactpho,date_made,descriptio,dimensions,general_no,gis_editor,gis_id,in_row,link_1,link_2,link_3,location,locator,mat_1,materials,park_name,pic_1,pic_2,pic_3,pma,pubart_row,reserved_i,reserved_t,sac_id,subtype,title,x_coord,y_coord
,,,,Puget Blvd SW between 25th Ave SW and 26th Ave SW,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,375,Y,,,,North side of the street,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1262249.43184935,206321.69856733
,,,,Delridge Way SW & SW Elmgrove St,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,390,Y,,,,In the SW part of the intersection,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1263171.52567425,197100.06950185
,,,,2327 2nd Ave,"Kiefer, Kurt H.",,3 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,3 faux plank insets in sidewalk,,,SDOT,228,Y,,,,,,Faux plank insets:  tinted concrete,Faux plank insets:  tinted concrete,,,,,0,,0,,ED96.030,,Street Treatment,1267319.48703515,227705.1382119
,,,,2331 2nd Ave,"Kiefer, Kurt H.",,8 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,8 faux plank insets in sidewalk,,,SDOT,229,Y,,,,,,Faux plank insets:  tinted concrete,Faux plank insets:  tinted concrete,,,,,0,,0,,ED96.030,,Street Treatment,1267307.30683833,227716.04825625
,,,,2408 2nd Ave,"Kiefer, Kurt H.",,"4 insets, 1 brackets/light fixture on pole",Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,"4 faux plank insets in sidewalk, 1 brackets with light fixture on light pole",,,SDOT,230,Y,,,,,,Faux plank insets:  tinted concrete,Faux plank insets:  tinted concrete,,,,,0,,0,,ED96.030,,Street Treatment,1267109.14697521,227978.96209753
,,,,2029 2nd Ave,"Kiefer, Kurt H.",,1 brackets/light fixture on pole,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,1 brackets with light fixture on light pole,,,SDOT,253,Y,,,,,,,,,,,,0,,0,,ED96.030,,Street Treatment,1268259.39470509,226851.30351879
,,,,Eastlake Ave E & E Louisa St,"Levy, Stacy",,4 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,"Four 24"" x 24"" x 2"" stone and glass tile insets in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",,,SDOT,276,Y,,,,"NE, NW, SE, SW corners",,Cast glass tiles and WA State Wilkensen Sandstone,Cast glass tiles and WA State Wilkensen Sandstone,,,,,0,,0,,ED98.025a-ff (S,,Cornerstones,1272500.31979581,237760.97731949
,,,,Broadway Ave E between  E Mercer St & E Roy St,"Mackie, Jack",,Inlays,Seattle Office of Arts & Cultural Affairs,206-684-7171,1982,Inlaid bronze footprints and dance instructions for the Lindy dance steps,,,SDOT,220,Y,,,,West side of Broadway Ave E,,,,,,,,0,,0,,ED82.100a-h,,Dancer's Series: Steps,1273598.27998896,231402.09500901
,,,,Broadway Ave E between E Harrison St & E Republican St,"Mackie, Jack",,Inlays,Seattle Office of Arts & Cultural Affairs,206-684-7171,1982,Inlaid bronze footprints and dance instructions for the Fox-Trot dance steps,,,SDOT,222,Y,,,,East side of Broadway Ave E,,,,,,,,0,,0,,ED82.100a-h,,Dancer's Series: Steps,1273588.76574895,230635.85513623
,,,,2nd Ave between Virginia St & Lenora St,"Kiefer, Kurt H.",,2 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,2 faux plank insets in sidewalk,,,SDOT,249,Y,,,,East side of 2nd Ave in front of Starbucks side entrance just northwest of 2028 2nd Avenue,,Faux plank insets:  tinted concrete,Faux plank insets:  tinted concrete,,,,,0,,0,,ED96.030,,Street Treatment,1268216.11460745,226931.23727644
,,,,2908 1st Ave,"Mackie, Jack; Simpson, Lewis ""Buster""",,2 benches,Seattle Office of Arts & Cultural Affairs,206-684-7171,1985-1991,2 sandstone benches,,,SDOT,209,Y,,,,East side of 1st Ave near 2908 or 2914,,,,,,,,0,,0,,CL86.045,,Street Treatment,1265744.85678955,228784.41204743
,,,,"Beacon Ave S & S Spokane St   Seattle,WA  98144","Herlihy, Glenn",,3 tree planters,Seattle Office of Arts & Cultural Affairs,206-684-7171,2000,Three cast concrete and stainless steel tree planters,"24 x 90 x 6""",,SDOT,404,Y,,,,SW corner adjacent to fire station,,Concrete and stainless steel,Concrete and stainless steel,,,,,0,,0,,ST00.133,,"Hydro Roots from the project ""Vista""",1276356.87403975,212109.47930922
,,,,"Union Square Triangle  S. Jackson St & 3rd Ave S   Seattle, WA  98104","Will, Bill",,Sculpture of 23 pieces,Seattle Office of Arts & Cultural Affairs,206-684-7171,2001,Sculpture of 23 pieces.  Etched into the top of each granite cube is an image or block of text that is referential to the history of the railroad and the area.,"23 pieces, each 500 lbs 18"" x 18"" x 18""",,SDOT,406,Y,,,,Northeast corner of S. Jackson St & 3rd Ave S,,Sandblasted Granite,Sandblasted Granite,,,,,0,,0,,ST01.136,,4 (Where shall I go ahead?),1271115.06155439,222161.38255151
,,,,9150 4TH AVE S,"Law, Horatio",,,,,2012,"The artwork consists of a “vortex” shaped sculpture for the drain cover in the bio-swale at Marra-Desimone Park.  It consists of 550 laminated blue glass disks, supported by a stainless steel frame. Each sandbla",,,SDOT,0,N,,,,"Between 5th and 7th Avenues South on South Director Street.  Location is within the bio-swale in Marra-Desimone Park, Seattle, WA  98108",,,,,,,,0,,0,,SPU12.059,,South Park Vortex,0,0
,,,,Valley St / Terry Avenue,Ellen Sollod,,Structure,,,2014,"Two untitled benches are in the shape of boat hulls.  The benches are concave on one side and convex on the other, giving the appearance of a grounded boat.",,Non-SAC ST14.015,SIT,0,Y,,,,"Valley St and Terry Avenue  Seattle, WA  98109",,,,,,,,0,,0,,,,Untitled,0,0
,,,,Broadway and E. Howell St.,Claudia Fitch,,Installation,Seattle Office of Arts & Cultural Affairs,206-684-7171,2014,"Sixteen ""Eye of the Needle Pole Caps"" in five locations.",,,SIT,0,Y,,,,"Near Broadway and E. Howell St. Seattle, WA 98122",,,,,,,,0,,0,,ST13.068.10-.25,,"Beads Along a Thread:  Beaded Poles, Loop Stitch Bollards, Eye of the Needle Poles",0,0
,,,,Broadway and Spruce St.,Claudia Fitch,,Installation,Seattle Office of Arts & Cultural Affairs,206-684-7171,2014,"Sixteen ""Eye of the Needle Pole Caps"" in five locations.",,,SIT,0,Y,,,,"Near Broadway and Spruce St. Seattle, WA 98122",,,,,,,,0,,0,,ST13.068.10-.25,,"Beads Along a Thread:  Beaded Poles, Loop Stitch Bollards, Eye of the Needle Poles",0,0
,,,,SW Genesee St between 26th Ave SW & 28th Ave SW,"de Lory, Peter",,2 signposts with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,2 signposts with sign images of flora,,,SDOT,372,Y,,,,North side of the street,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1261525.82589661,209771.08615486
,,,,SW Juneau St between 25th Ave SW & 26th Ave SW,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,378,Y,,,,South side of the street,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1262202.33296929,204430.97062939
,,,,"Ballard Ave NW Between 22nd Ave NW & NW Market St  Seattle, WA  98107","Tate, Larry",,Two inlays in sidewalk,Seattle Office of Arts & Cultural Affairs,206-684-7171,1978,Two cast bronze pavers/inlays with reliefs.,,,SDOT,179,Y,,,,By Valdi's Ballard Bistro (as of 2011),,Cast silicon bronze,Cast silicon bronze,,,,,0,,0,,"CL78.103a,b",,Untitled,1257979.16925296,247575.51588957
,,,,2125 2nd Ave,"Kiefer, Kurt H.",,1 brackets/light fixture on pole,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,1 brackets with light fixture on light pole,,,SDOT,236,Y,,,,,,,,,,,,0,,0,,ED96.030,,Street Treatment,1267956.34167167,227127.02537791
,,,,2101 2nd Ave,"Kiefer, Kurt H.",,11 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,"10 faux blank insets in sidewalk, 1 ""welcome mat"" inset in sidewalk",,,SDOT,255,Y,,,,,,"Faux plank insets:  tinted concrete; ""Welcome mat"":  steel treadplate, tinted concrete","Faux plank insets:  tinted concrete; ""Welcome mat"":  steel treadplate, tinted concrete",,,,,0,,0,,ED96.030,,Street Treatment,1268028.91991298,227060.98808533
,,,,2219 2nd Ave,"Kiefer, Kurt H.",,1 brackets/light fixture on pole,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,1 brackets with light fixture on light pole,,,SDOT,267,Y,,,,,,,,,,,,0,,0,,ED96.030,,Street Treatment,1267659.24663559,227397.31698211
,,,,Eastlake Ave E & E Newton St,"Levy, Stacy",,4 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,"Four 24"" x 24"" x 2"" stone and glass tile insets in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",,,SDOT,278,Y,,,,"NW, NE, SE, SW corners",,Cast glass tiles and WA State Wilkensen Sandstone,Cast glass tiles and WA State Wilkensen Sandstone,,,,,0,,0,,ED98.025a-ff (S,,Cornerstones,1272460.48901176,235841.26224552
,,,,22nd Ave W & W Emerson Pl,"Lere, Mark",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1991,"2 ""U"" shaped grey concrete cylinders, mimicking benches: 1upside-down red pawn with terrazo on the flat surface playing the role of a table.",,,SDOT,227,Y,,,,NW corner,,"Concrete, terrazzo","Concrete, terrazzo",,,,,0,,0,,ED91.012,,Seattle Scatter Piece,1258108.78467707,243156.13662101
,,,,Eastlake Ave E between E Hamlin St & E Allison St,"Levy, Stacy",,1 inset,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,"One 24"" x 24"" x 2"" stone and glass tile inset in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",,,SDOT,280,Y,,,,West side of street at head of park stairs,,Cast glass tiles and WA State Wilkensen Sandstone,Cast glass tiles and WA State Wilkensen Sandstone,,,,,0,,0,,ED98.025a-ff (S,,Cornerstones,1272702.00229204,239389.24669719
,,,,2nd Ave & Yesler,"Conner, Elizabeth;  colla",,"Recycled architectural artifacts, tile, pavers, br",Seattle Office of Arts & Cultural Affairs,206-684-7171,2000-2001,"Recycled architectural artifacts, tile, pavers, brick, cast objects, granite sculpture, concrete and plant materials",,,SDOT,288,Y,,,,Southeast corner,,,,,,,,0,,0,,GCK00.142.01-.1,,Fortson Square,1270711.71844997,223088.62044046
,,,,"Fremont Ave N. &  N. 34th St  Seattle, WA  98103","Beyer, Richard",,"Scul;ture, structure",Seattle Office of Arts & Cultural Affairs,206-684-7171,1979,A sculpture of a group of people and a dog with a human face standing under a pergola that shelters the sculpture.,,,SDOT,313,Y,,,,In the median on N 34th St just east of the intersection,,"Sculpture:  scrap metal; Pergola:  steel, glass","Sculpture:  scrap metal; Pergola:  steel, glass",,,,,0,,0,,GCK79.040,,People Waiting for the Interurban,1266674.11690984,240632.76586643
,,,,Alaskan Way W & W Galer St (bridge),"Scuri, Vicki",,1 artwork pattern,Seattle Office of Arts & Cultural Affairs,206-684-7171,2002,1 artwork pattern (wave forms) along the retaining wall of W Galer St Bridge,"Pattern Layout 5' x 10' Concrete Facia Panels 7,448 sq.ft.",Located on a bridge,SDOT,317,Y,,,,W Galer St Bridge,,Concrete,Concrete,,,,,0,,0,,NON-SAC ST02.00,,DNA Wave Wall,1259987.73917499,234287.58595593
,,,,2004 1st Ave,"Mackie, Jack; Simpson, Lewis ""Buster""",,"1 bench, 1 paver",Seattle Office of Arts & Cultural Affairs,206-684-7171,1985-1991,1 sandstone bench and 1 stone paver in sidewalk,,,SDOT,202,Y,,,,East side of 1st Ave,,,,,,,,0,,0,,CL86.045,,Street Treatment,1268155.50723842,226591.37678961
,,,,On I-90 (bike/pedestrian) Trail going east from Martin Luther King Jr Way So going east to the tunne,"Beckley, Keith; Evans, Dennis",,"Stones, plaques, insets",Seattle Office of Arts & Cultural Affairs,206-684-7171,1987-1989,"2 IDENTICAL SETS OF 12  ARTWORK ""STATIONS"", ONE RUNNING EAST TO WEST,  THE OTHER RUNNING WEST TO EAST; STONES MARK THE STATIONS ALONG THE WAY AND BRASS PLAQUES AND INSETS WITH TEXT CAN BE SEEN IN THE PAVEMENT.","3'5.5""(tallest)x1'9""(base)",Located on a trail.,SDOT,226,Y,,,,,,"Granite, stone, bronze","Granite, stone, bronze",,,,,0,,0,,ED87.084 (SPU),,The Philosophical Promenade,1279143.68876261,218745.94139602
,,,,Alki Ave SW & Marine Ave SW,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",,"Pavers; bronze inset",Seattle Office of Arts & Cultural Affairs,206-684-7171,1996-97,"Pavers consisting of sandblasted text and images, bronze inset in concrete on promenade",,In the ROW?,SDOT,324,N,,,,Near Marine and Alki on the promenade near benches,,,,,,,,0,,0,,PR97.004,,Untitled,1252040.22940685,215712.52468891
,,,,Broadway Ave E between E John St & E Thomas St,"Mackie, Jack",,Inlays,,,1982,Inlaid bronze footprints and dance instructions for the Rhumba dance steps,,No GIS # was assigned,SDOT,0,Y,,,,East side of Broadway Ave E,,,,,,,,0,,0,,ED82.100a-h,,Dancer's Series: Steps,0,0
,,,,30TH AVE SW AND SW ROXBURY ST,"Hsu, Joyce",,,,,2013 - 2014,Three sculptures are sited in three different locations near elementary schools.  The sculptures  portray different migration birds in flight. 02: Roxhill location: Stellar's Jay.,,,SDOT,0,Y,,,,ST14.004.02: 30th Ave SW & SW Roxbury,,,,,,,,0,,0,,ST14.004.02,,Flyways,0,0
,,,,BROAD ST AND VALLEY ST,"Sollod, Ellen",,,,,2013,Seven foot diameter sidewalk insert featureing a dog and cat with punctuated speech bubble,,,SDOT,0,Y,,,,Valley St & Westlake Ave N,,,,,,,,0,,0,,ST14.005,,Lost in Thought,0,0
,,,,663 S JACKSON ST,"Fitch, Claudia",,,,,2013,1 Pole,,,SDOT,0,Y,,,,"1 Pole. Near 7th Ave S. and S. Jackson Street  Seattle, WA  98104",,,,,,,,0,,0,,ST13.068.03,,Beaded Poles,0,0
,,,,1032 S JACKSON ST,"Fitch, Claudia",,,,,2013,1 Pole,,In Front of VietWah,SDOT,0,Y,,,,,,,,,,,,0,,0,,ST13.068.04,,Beaded Poles,0,0
,,,,On Broadway between E. Pine St. and E. Howell St.,Claudia Fitch,,Installation,,,2014,"Twenty loop stitch bollards.  7 bollards:  on Broadway between Yesler Way and E. Spruce St.  13 bollards:  on Broadway between E. Pine St. and E. Howell St. Seattle, WA  98122",,Non-SAC ST13.070.02,SIT,0,Y,,,,"On Broadway between E. Pine St. and E. Howell St.  Seattle, WA  98122",,,,,,,,0,,0,,,,"Loop Stitch Bollard portion of artwork Beaded Poles, Loop Stitch Bollards, Eye of the Needle Pole Ca",0,0
,,,,Alki Ave SW & 61st Ave S,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",,Plaques/medallions on concrete bollards,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,Bronze plaques and medallions on concrete which borders stairs down to the water at the sandy beach area,,In the ROW?,SDOT,336,N,,,,Near 61st and Alki by stairs down to the water at the sandy beach area,,,,,,,,0,,0,,PR99.045,,Bronze Plaques and Medallions,1251139.56252593,215236.76635242
,,,,15th Ave NW between Shilshole Ave NW & W Emerson St,"Askman, Tom; Lake, Leaanne",,8 sculptures,Seattle Office of Arts & Cultural Affairs,206-684-7171,2003,8 sculptures attached to Ballard Bridge structure,"8  @ 10' x 21"" x 16""",Located on a bridge,SDOT,408,Y,,,,Sculptures are attached to Ballard Bridge,,Plate aluminum and powder coating,Plate aluminum and powder coating,,,,,0,,0,,ST03.049.01-.08,,Ballard Gateway,1260265.9521673,246519.99851249
,,,,SW Alaska St & 26th Ave SW,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,371,Y,,,,Near southeast corner of the intersection,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1262152.07709721,208438.04813746
,,,,Delridge Way SW between SW Graham St and SW Juneau St,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,379,Y,,,,West side of the street,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1262666.71837777,203789.89120473
,,,,5447 Ballard Ave NW,"Herard, Marvin",,1 inlay in sidewalk,Seattle Office of Arts & Cultural Affairs,206-684-7171,1978,1 inlay in sidewalk with design of concentric half circles arranged to create serpentine patterns in the sidewalk.,,,SDOT,177,Y,,,,,,Precast concrete,Precast concrete,,,,,0,,0,,"CL78.102a,b",,Untitled,1257969.53111719,247542.0797685
,,,,"On Burke Gilman trail near Eastlake Ave NE between NE 40h St & NE Northlake Way.  Seattle, WA  98105","Baden, Colin; Baden, Mowry",,Sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1993,"Underneath Eastlake Ave E next to the Burke Gilman Trail.  Spiral orange wall elevated and supported by six conical columns.  Reads ""Wall of Death"" from bike path.",16x30x65',Need to determine how to map on a trail.  Assigned street use permit is  #U4307.,SDOT,213,Y,,,,On Burke Gilman Trail under Eastlake Ave E,,"Painted steel, aluminum, concrete","Painted steel, aluminum, concrete",,,,,0,,0,,CL93.025,,Wall of Death,1274653.06533404,242986.42609288
,,,,"Western Ave between Lenora St. & Blanchard St.  Seattle, WA  98121","Pridgeon, Jim; Shaw, Benson",,Sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,2003,A wind-generated kinetic sculpture of a red umbrella.,30' x 45' diameter,,SDOT,292,Y,,,,In median (between Western Ave & Elliott Ave),,"Stainless steel, powder coated aluminum and cast urethane","Stainless steel, powder coated aluminum and cast urethane",,,,,0,,0,,GCK04.090,,Angie's Umbrella,1267467.45310268,226741.52745225
,,,,"2313 4th Ave  Seattle, WA  98121","Crow, David",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994,A sculpture which wraps around a Seattle City Light pole and provides a kiosk/seating/posting area.,"108x45x22""",Semi-permanent location,SDOT,214,Y,,,,Sculpture which wraps around City Light light pole,,"Mixed media; wood; metal","Mixed media; wood; metal",,,,,0,,0,,"CL94.009a,b",,Untitled (Kiosk),1267795.70500714,228143.79705487
,,,,2423 2nd Ave,"Kiefer, Kurt H.",,"1 inset, 1 bench",Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,"1 ""welcome mat"" inset in sidewalk, 1 ""Plumbers"" bench (pipes) w/fiberglass top and cast iron and steel base",,"""Plumber's bench"" has installation ROW permit as of 2008.  Permit number is 83684",SDOT,247,Y,,,,,,"""Welcome mat"":  steel treadplate, tinted concrete","""Welcome mat"":  steel treadplate, tinted concrete",,,,,0,,0,,ED96.030,,Street Treatment,1267038.38076567,227962.23702787
,,,,2015 2nd Ave,"Kiefer, Kurt H.",,1 brackets/light fixture on pole,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,1 brackets with light fixture on light pole,,,SDOT,260,Y,,,,This is a parking lot,,,,,,,,0,,0,,ED96.030,,Street Treatment,1268301.70722943,226812.80799197
,,,,2518 2nd Ave,"Kiefer, Kurt H.",,1 brackets/light fixture on pole,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,1 brackets with light fixture on light pole,,,SDOT,265,Y,,,,,,,,,,,,0,,0,,ED96.030,,Street Treatment,1266861.07345655,228204.69380786
,,,,Eastlake Ave E & E Boston St,"Levy, Stacy",,3 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,"Three 24"" x 24"" x 2"" stone and glass tile insets in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",,,SDOT,277,Y,,,,"NE, NW, SE corners",,Cast glass tiles and WA State Wilkensen Sandstone,Cast glass tiles and WA State Wilkensen Sandstone,,,,,0,,0,,ED98.025a-ff (S,,Cornerstones,1272471.83313978,236381.20285407
,,,,14th Ave S between S Trenton St & S Donovan St,"Fields, Gregory",,Sidewalk insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,2009,"Inset strips of 6"" square handcarved tile inset in the sidewalk on both sides of the street.","Sidewalk tiles: 7.25"" x 38-83""",,SDOT,428,Y,,,,Both sides of the street,,Glazed ceramic tile,Glazed ceramic tile,,,,,0,,0,,ST09.099,,Convergence,1274380.21842176,195088.97919583
,,,,2nd Ave between Lenora St & Blanchard St,"Kiefer, Kurt H.",,6 insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,1994-96,"5 faux plank insets in sidewalk, 1 ""welcome mat"" inset in sidewalk",,,SDOT,262,Y,,,,Parking lot just southeast of 2106 2nd Avenue,,"Faux plank insets:  tinted concrete; ""Welcome mat"":  steel treadplate, tinted concrete","Faux plank insets:  tinted concrete; ""Welcome mat"":  steel treadplate, tinted concrete",,,,,0,,0,,ED96.030,,Street Treatment,1267900.92907113,227218.00374073
,,,,Eastlake Ave E & E Fuhrman St,"Levy, Stacy",,1 inset,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,"One 24"" x 24"" x 2"" stone and glass tile inset in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",,,SDOT,284,Y,,,,SW corner,,Cast glass tiles and WA State Wilkensen Sandstone,Cast glass tiles and WA State Wilkensen Sandstone,,,,,0,,0,,ED98.025a-ff (S,,Cornerstones,1273704.23813304,241337.87281115
,,,,Easlake Ave E & E Blaine St,"Levy, Stacy",,1 inset,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,"One 24"" x 24"" x 2"" stone and glass tile inset in the sidewalk intersection.  Stone center sandblasted with image of microorganism.  Glass part of tile cast with name of the particular intersection.",,,SDOT,286,Y,,,,NW corner,,Cast glass tiles and WA State Wilkensen Sandstone,Cast glass tiles and WA State Wilkensen Sandstone,,,,,0,,0,,ED98.025a-ff (S,,Cornerstones,1272615.40203592,235144.86442081
,,,,Alaskan Way & Pike St,"Angell, Tony",,1 sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,1978,1 sculpture of a breaching orca whale,,In the ROW?,SDOT,312,Y,,,,Pier 60,,Silicon bronze,Silicon bronze,,,,,0,,0,,GCK78.119,,Breaching Orca,1268124.27012732,225373.0169868
,,,,California Ave SW & SW Beveridge Pl,"Beres, Ben; Sutton, John; Culler, Zac",,Sidewalk insets,Seattle Office of Arts & Cultural Affairs,206-684-7171,2009,"A series of etched, stained and antiqued ""picture frames"" stamped into the sidewalk plane.","Sizes vary: 4.5’x7.5’; 2’x2.5’; 3.5’x8.5’; 4.5’x4.5’; 4.5’x8.5’; 2.5’x3.5’; 3.5’x2.5’; 3.5’x7.5",,SDOT,318,Y,,,,Northwest corner,,"Stamped concrete, concrete stain and sealant","Stamped concrete, concrete stain and sealant",,,,,0,,0,,NON-SAC ST09.10,,Salon (Morgan Junction Park),1256674.2610276,202792.73638768
,,,,Alaskan Way W & W Galer St,"Scuri, Vicki",,4 structures on light poles,Seattle Office of Arts & Cultural Affairs,206-684-7171,2002,4 structures in shape of steel piping armatures attached to 4 light poles on W Galer St bridge.,"30' x 16'  or 360"" x 192""",Located on a bridge,SDOT,407,Y,,,,Located on W Galer St Bridge,,Steel,Steel,,,,,0,,0,,ST02.008,,West Galer Flyover Sail Light Armatures,1259987.73917499,234287.58595593
,,,,NE 50th St. & University Way NE,"Goggin, Brian",,Sculpture,Seattle Office of Arts & Cultural Affairs,206-684-7171,2005,Sculpture of cast bronze books installed on top of gateway to University Heights Center.,6'h x 18'w x 4 1/2' d,,SDOT,419,Y,,,,Installed on top of gateway at northwest corner,,Bronze,Bronze,,,,,0,,0,,ST06.012,,Traffic of Ideas,1275819.0418472,246040.70750397
,,,,2nd Ave S. and S. Jackson St.,Claudia Fitch,,Installation,Seattle Office of Arts & Cultural Affairs,206-684-7171,2014,Two beaded poles (Pioneer Square neighborhood).  Note:  certain elements of the artwork were completed in 2013 but the entire artwork was actually completed in 2014.,,,SIT,0,Y,,,,"Near 2nd Ave S. and S. Jackson St.  Seattle, WA  98104",,,,,,,,0,,0,,ST13.068.08-.09,,"Beads Along a Thread:  Beaded Poles, Loop Stitch Bollards, Eye of the Needle Poles",0,0
,,,,Alki Ave SW & 62nd Ave S,"Feddersen, Joe; Fels, Donald; Smith, Jaune Quick-To-See",,Plaques/medallions on concrete bollards,Seattle Office of Arts & Cultural Affairs,206-684-7171,1997,Bronze plaques and medallions on concrete bollards which borders stairs down to the water at the sandy beach area,,In the ROW?,SDOT,338,N,,,,"Near 62nd and Alki, by stairs down to the water at the sandy beach area",,,,,,,,0,,0,,PR99.045,,Bronze Plaques and Medallions,1250811.7970216,215103.21115229
,,,,Delridge Way SW between SW Orchard St and SW Webster St,"de Lory, Peter",,2 signposts with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,2 signposts with sign images of flora,,,SDOT,398,Y,,,,"Two artwork signposts on Delridge Way SW between SW Orchard St and SW Webster St.  One is near Delridge and Orchard, the other is by SW Police Precinct.",,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1263041.93149816,199724.70732857
,,,,904 STURGIS AVE S,"Garner, Rolon; Leback, Ken",,,,,1995-96,"A SITED SCULPTURAL INSTALLATION OF GRANITE AND BRONZE WITHIN A LANDSCAPE; THE TITLE REFERS TO A QUOTE FROM ""ON THE GOALS OF EQUALITY"" A CHAPTER FROM ALEXIS DE TOQUEVILLE'S DEMOCRACY IN AMERICA, PUBLISHED 1835.  SITE",,,SDOT,0,Y,,,,"I-90 Viewpoint located in Sturgus Park on trail and near 904 Sturgus Ave. S  Seattle, WA  98144",,,,,,,,0,,0,,WD96.025,,Equality,0,0
,,,,25th Ave SW & 24th Ave SW,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,381,Y,,,,On 25th Ave SW just south of place where 24th SW forks into 24th SW and 25th SW,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1262312.81053737,202459.22726734
,,,,SW Holden St between 24th Ave SW and Delridge Way SW,"de Lory, Peter",,1 signpost with sign images of flora,Seattle Office of Arts & Cultural Affairs,206-684-7171,2004,1 signpost with sign images of flora,,,SDOT,387,Y,,,,South side of the street,,"Steel, porcelain enamel","Steel, porcelain enamel",,,,,0,,0,,SPU05.024,,Longfellow Creek Legacy Trail Way Finding Signs,1262863.17700197,198425.45913525
